,d,error_A_m,error_A_m_1,error_V_m,error_V_m_1,m,m_1,m_x,max_dist_A_m,max_dist_A_m_1,max_dist_V_m,max_dist_V_m_1,min_dist_A_m,min_dist_A_m_1,min_dist_V_m,min_dist_V_m_1
44,30,0.030432440937952988,0.029595853372046312,1.2472065276610322,1.247045384204641,30,10,8000,0.9721604564185741,0.44018551992532795,0.9043926801568477,0.9043926801568477,0.02372089740496606,0.020155525059403417,0.7006425272870148,0.7006425272870148
45,32,0.023624558519515355,0.022504824037691325,1.3202235268677822,1.3197899569963765,30,10,8000,0.9978718370912187,0.556915419759374,0.958790932115781,0.958790932115781,0.022254327163845393,0.020482812128136026,0.5624958610933742,0.5624958610933742
46,34,0.023083846889474024,0.022127298565591907,1.304164993936025,1.3046429102016837,30,10,8000,0.9976029116070294,0.5358423877229196,0.8996797253842287,0.8996797253842287,0.019830283437566893,0.017042859229301897,0.7946521468044602,0.7946521468044602
47,36,0.02379232778836275,0.19460377225622458,1.2785608962308697,1.2067861692716442,30,10,8000,0.9990217583578929,0.5680995277911307,0.8946068362137674,0.8946068362137674,0.02370004784066142,0.01968408513149758,0.6427047774274004,0.6427047774274004
48,38,0.02130393431223768,0.12048714536836642,1.2876972930196904,1.2700556530144471,30,10,8000,0.9988127021716925,0.8707148629713177,0.878390630555762,0.878390630555762,0.02111735651835714,0.01887739744244638,0.8208396580390342,0.8208396580390342
49,40,0.051908973809494684,0.2272409092576573,1.28418475475513,1.206496087817036,30,10,8000,0.9955872872964772,0.7000677970776421,0.9326596346778637,0.9326596346778637,0.020373156172495757,0.01916337673500521,0.7773628452587615,0.7773628452587615
50,42,0.02468267981344033,0.02131515891760779,1.225535957486352,1.227102012913965,30,10,8000,0.9678695183582108,0.5509595832834969,0.8952355192212001,0.8952355192212001,0.0167266378245381,0.013906613505619527,0.6912575219925796,0.6912575219925796
51,44,0.027383424060144546,0.17624101013800683,1.211813446073238,1.1359297617312567,30,10,8000,0.9967518704535894,0.6433281950200336,0.8934418396526663,0.8934418396526663,0.022073367859628358,0.017587826297109678,0.7631976865831338,0.7631976865831338
52,46,0.03281929058991054,0.022653423618136014,1.3403519110640854,1.3487209220814709,30,10,8000,0.9813882770455292,0.7224332895748516,0.9276069208118988,0.9276069208118988,0.020420956495766522,0.01932052487269784,0.6858502587830453,0.6858502587830453
53,48,0.019498571226029847,0.12604857234579578,1.2812428851691093,1.2536614556911465,30,10,8000,0.9880238998981781,0.5685836701942432,0.891067305578433,0.891067305578433,0.018630773000890628,0.01659598507638367,0.6933280022617603,0.6933280022617603
54,50,0.017982969571636327,0.1295068462407199,1.3171553464811354,1.281410566060815,30,10,8000,0.9963472590530074,0.6804717347267941,0.893132205538648,0.893132205538648,0.017948718774951505,0.01653537224267281,0.7439215247044476,0.7439215247044476
55,40,0.033328017828597116,0.03465315369830745,1.2868470376471333,1.2841133883451832,40,10,8000,0.9945659489077276,0.43986272786494685,0.8996219966481369,0.8996219966481369,0.022605930964737612,0.02171584122236089,0.7892864519076226,0.7892864519076226
56,42,0.04899314797601948,0.3507290066052051,1.2661922396967897,1.1191339203769832,40,10,8000,0.7801203887880124,0.3234979379084762,0.9328406393233138,0.9328406393233138,0.022293789607882388,0.0218007477542255,0.7486764639015074,0.7486764639015074
57,44,0.04201596730894253,0.059019808217246436,1.3200444481345437,1.319316815681448,40,10,8000,0.978284619824296,0.7863735771363247,0.906286416433045,0.906286416433045,0.01685940252266773,0.013342824927315726,0.7541526068703504,0.7541526068703504
58,46,0.037271880479685264,0.12852549474996158,1.321856872013015,1.3303801587694741,40,10,8000,0.9987794310890344,0.5484415852547334,0.9128584608310676,0.9128584608310676,0.01952981261736347,0.013682251711766985,0.7472639244635275,0.7472639244635275
59,48,0.03515228401138421,0.05390113640973203,1.3624992457079887,1.3499667764068546,40,10,8000,0.9987069514517681,0.9977004045677975,0.8624521805870643,0.8624521805870643,0.02173608847369561,0.019522221770081286,0.6308019329089286,0.6308019329089286
60,50,0.029362582142573587,0.12865777361561495,1.21803259786937,1.2391079402121083,40,10,8000,0.9934841412194385,0.2301774293654989,0.934895146805187,0.934895146805187,0.014277464325272006,0.013141034167527266,0.8292284393756858,0.8292284393756858
61,52,0.027896573209712144,0.025940849928947962,1.2874959481647443,1.2893307556734184,40,10,8000,0.994358903988592,0.9041642626173103,0.8918926424179737,0.8918926424179737,0.02338618021555012,0.02200140210068251,0.6554449304279578,0.6554449304279578
62,54,0.025720760043065956,0.0237570004193482,1.3110153587386566,1.3127045615783284,40,10,8000,0.9853929817973667,0.48499795596044737,0.9307478728846212,0.9307478728846212,0.01950126636227789,0.01774405796786014,0.7917103885813176,0.7917103885813176
63,56,0.0181880855475006,0.01636365068011443,1.2790224390725278,1.2804187229293753,40,10,8000,0.9977921604393265,0.6758287161234575,0.8554629903265928,0.8554629903265928,0.018095593876313345,0.01623764741669253,0.6767843389162356,0.6767843389162356
64,58,0.013839809575931547,0.17063141316747546,1.3230525223499114,1.2723497759496656,40,10,8000,0.9846076389682458,0.7191172735909802,0.8527927684607681,0.8527927684607681,0.013831946111110813,0.012692550685874633,0.7477124702293523,0.7477124702293523
65,60,0.046138792144351355,0.32439842272320124,1.3293568204494943,1.209043735213463,40,10,8000,0.9978742642247822,0.6105799590775328,0.8204842329060811,0.8204842329060811,0.01780851366805648,0.01583834441841486,0.5782615172853784,0.5782615172853784
66,20,0.025865855005269618,0.10557604456398972,1.1356223740339673,1.1527907290929338,20,20,8000,0.9948809350611709,0.3813226588966499,0.9433807352494837,0.9433807352494837,0.024119263577934574,0.022730176126123998,0.7890183173714962,0.7890183173714962
67,22,0.03551167714295292,0.21250408436082113,1.1225496703875824,1.0004117979583012,20,20,8000,0.833424084971421,0.3710303577580756,0.9397589461961375,0.9397589461961375,0.024416815366941645,0.02247040961172634,0.8126357004446788,0.8126357004446788
68,24,0.048231075953698764,0.22344814939347565,1.3069045505566996,1.2905846087511692,20,20,8000,0.996195658998406,0.5015369434542687,0.9294955365362768,0.9294955365362768,0.01894015429957091,0.017025512164226677,0.7174118774368021,0.7174118774368021
69,26,0.023423678709983492,0.11383448631578473,1.1247092499637366,1.1552649002837052,20,20,8000,0.995043553816406,0.47576887945011365,0.9533553871764763,0.9533553871764763,0.02337334826768973,0.021782153089456642,0.8188932453842362,0.8188932453842362
70,28,0.03114124684137845,0.16318704032678316,1.147778425554928,1.0985707325801364,20,20,8000,0.9034836726029621,0.18240509004450814,0.9734095673545008,0.9734095673545008,0.03090776954051027,0.02538611551645114,0.7876685936164887,0.7876685936164887
71,30,0.04123157531735444,0.1968738216731254,1.2835286813223192,1.266311860508655,20,20,8000,0.9776945121527515,0.27467466495822285,0.9287937259833916,0.9287937259833916,0.021507744020160223,0.018073614000748917,0.7341029152715095,0.7341029152715095
72,32,0.015207853006888485,0.12687550390586513,1.2206417090464743,1.2251891862499313,20,20,8000,0.997375972120662,0.46521782270298623,0.9377279953787644,0.9377279953787644,0.015203894880993525,0.01354027337096995,0.800065312863616,0.800065312863616
73,34,0.024912195371346677,0.0252062262930946,1.2207466116278751,1.2207456398014451,20,20,8000,0.9610858392576183,0.44837627200457425,0.9305958175970761,0.9305958175970761,0.023706066983266175,0.021695742516096864,0.797641020448047,0.797641020448047
74,36,0.021666429825364906,0.14369684978029748,1.2780458830012345,1.2666959839585687,20,20,8000,0.9753950298331886,0.38853902796758905,0.9481851606291125,0.9481851606291125,0.017564686900539524,0.01657437184969006,0.7990897965732917,0.7990897965732917
75,38,0.02453589162485696,0.1921484439250219,1.2564233277834247,1.1988577854695024,20,20,8000,0.9917378114861622,0.4610031474781012,0.932699053123873,0.932699053123873,0.021641426698101644,0.019522560054544676,0.7863259639050322,0.7863259639050322
76,40,0.022142867083513096,0.17860373278225078,1.2917708826648426,1.2969088533791757,20,20,8000,0.9949357021656682,0.31233926352329944,0.9538536879010143,0.9538536879010143,0.022113522318172745,0.020176381528400514,0.8219310603395522,0.8219310603395522
77,30,0.017486931721220487,0.015172455480721487,1.3104801244279085,1.3120965884074502,30,20,8000,0.995780521853357,0.39411916909884426,0.9622463370920629,0.9622463370920629,0.01747406520443516,0.014998385327441221,0.8345435447080821,0.8345435447080821
78,32,0.014784253875599762,0.014416574929214767,1.262129764118562,1.2650343062257132,30,20,8000,0.9953620398564745,0.48233315635919766,0.9517620990657483,0.9517620990657483,0.014771497562490339,0.013963345124878917,0.8185491659225034,0.8185491659225034
79,34,0.029507194265847105,0.029380447961500723,1.3525766196783215,1.3518492071378219,30,20,8000,0.9964227881339991,0.4408505399098035,0.94867970720512,0.94867970720512,0.01639626155314717,0.015845754082679533,0.8438763153820308,0.8438763153820308
80,36,0.016342133019250166,0.02415809224448163,1.298296313727679,1.3032472624427045,30,20,8000,0.9970723004272414,0.5340516699758289,0.9297973753024908,0.9297973753024908,0.016329146681422026,0.015362512108902486,0.8356783836953207,0.8356783836953207
81,38,0.03683127372307582,0.13457093990754743,1.2571835878316946,1.2551137187020391,30,20,8000,0.9972952529182755,0.4319790488017106,0.953573378345615,0.953573378345615,0.02123342663747259,0.02007442681158125,0.8520096350617181,0.8520096350617181
82,40,0.023611022563439256,0.053757483894703015,1.2849733593119106,1.2919837665445628,30,20,8000,0.9978841804092174,0.35427079400292044,0.9415640139458784,0.9415640139458784,0.023589097240078384,0.021344205432000652,0.8617093177754245,0.8617093177754245
83,42,0.027608908138840586,0.13273498162625888,1.2694385621551887,1.247307951640365,30,20,8000,0.9620392133494139,0.5538534266269975,0.9131715658085677,0.9131715658085677,0.020261826541232143,0.019230461094644224,0.721852050749472,0.721852050749472
84,44,0.017369995926745145,0.037824481252213146,1.316058056950098,1.3203728818804807,30,20,8000,0.9985427646227076,0.3084156350232039,0.968172759990285,0.968172759990285,0.017359282056466308,0.01659465325288104,0.8602217076780789,0.8602217076780789
85,46,0.03434277404489171,0.021750173940789732,1.295013995089345,1.3214010218009264,30,20,8000,0.9979727769922677,0.5702499211425288,0.9426124957633559,0.9426124957633559,0.021272947933791246,0.019305951434368872,0.8270593470135402,0.8270593470135402
86,48,0.015362422606574765,0.10161651317844175,1.3142015988918567,1.3337120444785462,30,20,8000,0.999456171516691,0.7482414007179186,0.9528193493371405,0.9528193493371405,0.015357784801972939,0.014002166033465513,0.8202540543895855,0.8202540543895855
87,50,0.01838920134165594,0.017230912867347247,1.2689843120419737,1.2692295559531779,30,20,8000,0.9984766168520253,0.5409682459626679,0.9596911533931634,0.9596911533931634,0.015902968030968967,0.015099823264972521,0.8733327711414707,0.8733327711414707
